image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,42,LSIL,1007,220
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,43,Negative for intraepithelial lesion,1043,355
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,44,Negative for intraepithelial lesion,960,300
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,45,SCC,774,337
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,46,Negative for intraepithelial lesion,837,644
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,47,Negative for intraepithelial lesion,864,598
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,48,SCC,967,704
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,49,SCC,574,420
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,50,SCC,518,515
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,51,SCC,520,344
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,52,SCC,436,270
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,53,SCC,363,618
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,54,SCC,408,484
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,55,LSIL,609,123
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,56,LSIL,1216,194
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,57,SCC,297,142
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,58,SCC,360,349
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,59,SCC,376,340
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,60,SCC,963,955
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,61,Negative for intraepithelial lesion,130,830
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,62,Negative for intraepithelial lesion,381,879
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,63,Negative for intraepithelial lesion,162,640
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,64,Negative for intraepithelial lesion,246,530
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,65,SCC,607,246
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,66,SCC,541,127
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,67,Negative for intraepithelial lesion,227,66
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,68,HSIL,307,63
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,69,HSIL,319,90
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,70,HSIL,258,283
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,71,HSIL,91,373
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,72,HSIL,91,364
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,73,SCC,186,470
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,74,SCC,231,469
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,75,HSIL,694,95
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,76,HSIL,673,498
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,77,HSIL,371,405
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,78,SCC,692,657
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,79,SCC,750,749
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,80,SCC,877,900
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,81,HSIL,751,906
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,82,LSIL,233,344
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,83,LSIL,204,390
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,84,LSIL,180,380
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,85,LSIL,100,463
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,86,LSIL,57,256
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,87,LSIL,140,267
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,88,Negative for intraepithelial lesion,578,354
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,89,Negative for intraepithelial lesion,588,425
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,90,Negative for intraepithelial lesion,98,861
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,91,Negative for intraepithelial lesion,210,989
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,92,Negative for intraepithelial lesion,102,1000
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,93,SCC,966,495
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,94,SCC,1024,591
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,95,SCC,1012,574
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,96,SCC,734,844
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,97,LSIL,1136,180
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,98,LSIL,1135,139
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,99,ASC-US,1113,56
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,100,ASC-US,1118,31
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,101,SCC,439,683
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,102,SCC,391,865
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,103,SCC,412,817
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,104,SCC,416,805
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,105,SCC,682,719
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,106,SCC,616,642
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,107,SCC,866,765
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,108,SCC,937,752
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,109,SCC,991,767
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,110,SCC,980,707
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,111,SCC,947,633
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,112,HSIL,818,363
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,113,HSIL,877,346
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,114,LSIL,1019,402
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,115,LSIL,461,539
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,116,HSIL,820,884
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,117,HSIL,182,694
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,118,HSIL,262,889
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,119,Negative for intraepithelial lesion,170,847
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,120,Negative for intraepithelial lesion,573,917
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,121,Negative for intraepithelial lesion,528,734
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,122,HSIL,456,439
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,123,HSIL,468,463
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,124,HSIL,492,459
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,125,HSIL,442,478
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,126,HSIL,348,467
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,127,HSIL,271,494
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,128,HSIL,293,537
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,129,HSIL,272,606
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,130,HSIL,751,505
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,131,ASC-H,288,776
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,132,HSIL,113,546
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,133,HSIL,159,519
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,134,HSIL,165,538
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,135,HSIL,204,519
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,136,HSIL,215,471
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,137,HSIL,240,516
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,138,HSIL,268,501
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,139,HSIL,232,567
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,140,HSIL,132,588
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,141,HSIL,209,612
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,142,HSIL,240,603
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,143,HSIL,264,614
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,144,HSIL,297,626
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,145,HSIL,335,652
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,146,HSIL,317,586
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,147,HSIL,305,537
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,148,HSIL,335,536
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,149,HSIL,358,518
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,150,HSIL,353,478
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,151,HSIL,334,462
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,152,HSIL,347,429
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,153,HSIL,365,406
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,154,HSIL,403,453
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,155,HSIL,424,514
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,156,HSIL,430,539
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,157,HSIL,530,572
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,158,HSIL,529,557
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,159,HSIL,435,601
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,160,HSIL,405,604
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,161,HSIL,404,634
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,162,HSIL,445,672
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,163,HSIL,487,632
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,164,HSIL,524,573
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,165,HSIL,534,561
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,166,HSIL,597,533
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,167,HSIL,630,548
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,168,HSIL,629,524
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,169,HSIL,670,602
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,170,HSIL,699,601
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,171,HSIL,700,516
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,172,HSIL,742,557
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,173,HSIL,807,562
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,174,HSIL,787,516
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,175,HSIL,763,469
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,176,HSIL,842,518
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,177,HSIL,792,627
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,178,HSIL,803,648
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,179,HSIL,893,788
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,180,HSIL,959,772
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,181,HSIL,975,749
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,182,HSIL,983,723
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,183,HSIL,1194,707
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,184,HSIL,1195,671
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,185,HSIL,1229,679
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,186,HSIL,1135,697
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,187,HSIL,1089,739
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,188,HSIL,1049,711
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,189,HSIL,1055,692
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,190,HSIL,1112,687
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,191,HSIL,1109,654
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,192,HSIL,1137,617
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,193,HSIL,1095,619
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,194,HSIL,1072,604
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,195,HSIL,1105,589
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,196,HSIL,1090,558
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,197,HSIL,918,677
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,198,HSIL,944,672
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,199,HSIL,979,668
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,200,HSIL,1007,668
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,201,HSIL,920,592
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,202,HSIL,858,636
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,203,HSIL,954,551
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,204,HSIL,964,511
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,205,HSIL,913,473
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,206,HSIL,877,476
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,207,HSIL,939,471
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,208,HSIL,835,457
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,209,HSIL,824,421
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,210,HSIL,857,412
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,211,HSIL,890,421
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,212,HSIL,914,399
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,213,HSIL,888,373
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,214,HSIL,847,362
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,215,HSIL,949,369
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,216,HSIL,958,381
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,217,HSIL,998,386
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,218,HSIL,990,426
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,219,HSIL,799,827
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,220,HSIL,783,776
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,221,HSIL,1200,422
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,222,LSIL,1243,458
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,223,Negative for intraepithelial lesion,508,164
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,224,Negative for intraepithelial lesion,724,88
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,225,Negative for intraepithelial lesion,50,787
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,226,Negative for intraepithelial lesion,67,830
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,227,Negative for intraepithelial lesion,182,821
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,228,Negative for intraepithelial lesion,150,820
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,229,Negative for intraepithelial lesion,277,807
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,230,Negative for intraepithelial lesion,285,746
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,231,Negative for intraepithelial lesion,184,657
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,232,LSIL,233,510
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,233,LSIL,334,286
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,234,HSIL,650,143
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,235,HSIL,629,187
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,236,HSIL,658,205
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,237,HSIL,705,177
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,238,HSIL,758,137
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,239,HSIL,737,207
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,240,HSIL,793,199
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,241,HSIL,834,218
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,242,HSIL,883,159
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,243,HSIL,940,145
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,244,HSIL,988,139
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,245,HSIL,974,185
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,246,HSIL,974,247
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,247,HSIL,1030,200
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,248,HSIL,902,229
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,249,HSIL,898,270
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,250,HSIL,920,332
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,251,HSIL,874,327
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,252,HSIL,828,302
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,253,HSIL,725,313
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,254,HSIL,728,259
